,30/06/2022,,,8,62,,,5,49,,,,,31/03/2017,,,11,91,,,5,37,,,,,31/12/2011,,,3,99,,,4,54,
,31/05/2022,,,7,86,,,5,44,,,,,28/02/2017,,,12,53,,,5,41,,,,,30/11/2011,,,6,54,,,4,57,
,30/04/2022,,,7,99,,,5,46,,,,,31/01/2017,,,12,10,,,5,39,,,,,31/10/2011,,,7,01,,,4,65,
,31/03/2022,,,7,16,,,5,43,,,,,31/12/2016,,,10,96,,,5,30,,,,,30/09/2011,,,7,35,,,4,73,
,28/02/2022,,,6,68,,,5,36,,,,,30/11/2016,,,10,70,,,5,25,,,,,31/08/2011,,,7,66,,,4,84,
,31/01/2022,,,6,68,,,5,39,,,,,31/10/2016,,,9,98,,,5,18,,,,,31/07/2011,,,7,99,,,4,96,
,31/12/2021,,,6,32,,,5,39,,,,,30/09/2016,,,9,53,,,5,17,,,,,30/06/2011,,,7,46,,,4,83,
,30/11/2021,,,5,54,,,5,35,,,,,31/08/2016,,,7,51,,,4,91,,,,,31/05/2011,,,7,01,,,4,79,
,31/10/2021,,,5,22,,,5,34,,,,,31/07/2016,,,7,57,,,4,96,,,,,30/04/2011,,,7,09,,,4,75,
,30/09/2021,,,5,22,,,5,37,,,,,30/06/2016,,,6,78,,,4,86,,,,,31/03/2011,,,6,99,,,4,81,
,31/08/2021,,,6,03,,,5,38,,,,,31/05/2016,,,6,46,,,4,84,,,,,28/02/2011,,,6,42,,,4,62,
,31/07/2021,,,5,55,,,5,33,,,,,30/04/2016,,,5,40,,,4,76,,,,,31/01/2011,,,6,50,,,4,64,
,30/06/2021,,,4,45,,,5,24,,,,,31/03/2016,,,3,30,,,4,50,,,,,31/12/2010,,,6,96,,,4,75,
,31/05/2021,,,4,26,,,5,25,,,,,29/02/2016,,,4,41,,,4,45,,,,,30/11/2010,,,4,55,,,3,78,
,30/04/2021,,,4,06,,,5,26,,,,,31/01/2016,,,4,72,,,4,48,,,,,31/10/2010,,,4,21,,,3,66,
,31/03/2021,,,4,03,,,5,29,,,,,31/12/2015,,,6,07,,,4,53,,,,,30/09/2010,,,4,02,,,3,58,
,28/02/2021,,,3,43,,,5,25,,,,,30/11/2015,,,5,89,,,4,49,,,,,31/08/2010,,,3,79,,,3,56,
,31/01/2021,,,4,08,,,5,29,,,,,31/10/2015,,,8,42,,,4,51,,,,,31/07/2010,,,3,49,,,3,52,
,31/12/2020,,,4,01,,,5,32,,,,,30/09/2015,,,9,31,,,4,56,,,,,30/06/2010,,,4,56,,,3,55,
,30/11/2020,,,5,06,,,5,34,,,,,31/08/2015,,,9,12,,,4,54,,,,,31/05/2010,,,4,54,,,3,66,
,31/10/2020,,,5,49,,,5,35,,,,,31/07/2015,,,9,69,,,4,59,,,,,30/04/2010,,,4,53,,,3,51,
,30/09/2020,,,5,80,,,5,38,,,,,30/06/2015,,,9,55,,,4,59,,,,,31/03/2010,,,4,50,,,3,60,
,31/08/2020,,,4,77,,,5,33,,,,,31/05/2015,,,9,86,,,4,61,,,,,28/02/2010,,,4,46,,,3,58,
,31/07/2020,,,4,49,,,5,31,,,,,30/04/2015,,,9,99,,,4,66,,,,,31/01/2010,,,4,13,,,3,51,
,30/06/2020,,,4,24,,,5,31,,,,,31/03/2015,,,9,97,,,4,67,,,,,31/12/2009,,,3,67,,,3,33,
,31/05/2020,,,6,13,,,5,33,,,,,28/02/2015,,,8,21,,,4,45,,,,,30/11/2009,,,3,48,,,3,26,
,30/04/2020,,,6,62,,,5,36,,,,,31/01/2015,,,7,84,,,4,45,,,,,31/10/2009,,,3,57,,,3,26,
,31/03/2020,,,6,93,,,5,40,,,,,31/12/2014,,,6,88,,,4,29,,,,,30/09/2009,,,3,50,,,3,25,
,29/02/2020,,,7,69,,,5,41,,,,,30/11/2014,,,6,99,,,4,28,,,,,31/08/2009,,,3,48,,,3,37,
,31/01/2020,,,7,33,,,5,39,,,,,31/10/2014,,,4,25,,,3,89,,,,,31/07/2009,,,3,79,,,3,55,
,31/12/2019,,,7,93,,,5,43,,,,,30/09/2014,,,3,79,,,3,78,,,,,30/06/2009,,,2,74,,,2,60,
,30/11/2019,,,7,65,,,5,36,,,,,31/08/2014,,,3,81,,,3,79,,,,,31/05/2009,,,2,77,,,2,77,
,31/10/2019,,,7,00,,,5,33,,,,,31/07/2014,,,3,21,,,3,73,,,,,30/04/2009,,,,,,2,38,
,30/09/2019,,,6,70,,,5,34,,,,,30/06/2014,,,3,51,,,3,74,,,,,31/03/2009,,,,,,2,51,
,31/08/2019,,,7,96,,,5,38,,,,,31/05/2014,,,3,19,,,3,70,,,,,28/02/2009,,,,,,2,38,
,31/07/2019,,,8,24,,,5,38,,,,,30/04/2014,,,3,12,,,3,73,,,,,31/01/2009,,,,,,2,57,
,30/06/2019,,,8,13,,,5,40,,,,,31/03/2014,,,2,90,,,3,73,,,,,31/12/2008,,,,,,2,74,
,31/05/2019,,,6,78,,,5,25,,,,,28/02/2014,,,3,00,,,3,78,,,,,30/11/2008,,,,,,2,82,
,30/04/2019,,,6,66,,,5,24,,,,,31/01/2014,,,3,13,,,3,84,,,,,31/10/2008,,,,,,2,53,
,31/03/2019,,,6,45,,,5,25,,,,,31/12/2013,,,2,89,,,3,82,,,,,30/09/2008,,,,,,2,49,
,28/02/2019,,,6,00,,,5,19,,,,,30/11/2013,,,2,62,,,3,78,,,,,31/08/2008,,,,,,2,95,
,31/01/2019,,,5,95,,,5,21,,,,,31/10/2013,,,2,62,,,3,82,,,,,31/07/2008,,,,,,2,06,
,31/12/2018,,,5,38,,,5,19,,,,,30/09/2013,,,2,25,,,3,78,,,,,30/06/2008,,,,,,0,81,
,30/11/2018,,,5,36,,,5,14,,,,,31/08/2013,,,1,99,,,3,78,,,,,25/06/2008,,,,,,,
,31/10/2018,,,5,44,,,5,17,,,,,31/07/2013,,,2,09,,,3,83,,,,,,,,,,,,
