46,72,07%,3 4,45%,,,35,87%,,,36,46%,,,,,,,,,,,,,,,,,,
47,72,07%,3 4,45%,,,35,87%,,,36,46%,,,,,,,,,,,,,,,,,,
48,72,07%,3 4,45%,,,35,87%,,,36,46%,,,,,,,,,,,,,,,,,,
49,72,07%,3 4,45%,,,35,87%,,,,,,,,,,,,,,,,,,,,,
50,72,07%,3 4,45%,,,35,87%,,,,,,,,,,,,,,,,,,,,,
51,72,07%,3 4,45%,,,35,87%,,,,,,,,,,,,,,,,,,,,,
52,72,07%,3 4,45%,,,35,87%,,,,,,,,,,,,,,,,,,,,,
53,72,07%,3 4,45%,,,,,,,,,,,,,,,,,,,,,,,,
54,72,07%,3 4,45%,,,,,,,,,,,,,,,,,,,,,,,,
55,72,07%,3 4,45%,,,,,,,,,,,,,,,,,,,,,,,,
56,72,07%,3 4,45%,,,,,,,,,,,,,,,,,,,,,,,,
