Año originación de los
préstamos,,,Total,,,1994,,,1995,,,1996,,,1997,,,1998,,,1999,,,2000,,,2001,,,2002,,,2003,,,2004,,,2005,,,2006,,,2007,,
,15,,,0,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,
,16,,,0,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,
,17,,,0,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,
,18,,,0,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,
,19,,,0,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,
,20,,,0,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,
,21,,,0,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,
,22,,,0,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,
,23,,,0,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,
,24,,,0,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,
,25,,,0,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,
,26,,,0,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,
,27,,,0,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,
,28,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,29,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,30,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,31,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,32,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,33,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,34,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,35,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,36,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,37,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,38,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,39,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,40,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,41,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,42,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,43,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,44,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,45,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,46,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,47,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,48,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,49,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,50,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,51,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,52,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,53,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,54,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,55,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,56,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,57,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,58,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,59,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,60,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,61,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,62,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
,63,,,5,40%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,0 ,00%,,,1 3,45%,
