,31/10/2019,,,11,40,,,3,91,,,,,30/06/2014,,,1,46,,,2,67,,,,,28/02/2009,,,,,,6,62,
,30/09/2019,,,10,45,,,3,84,,,,,31/05/2014,,,1,66,,,2,71,,,,,31/01/2009,,,,,,7,42,
,31/08/2019,,,10,33,,,3,86,,,,,30/04/2014,,,1,66,,,2,74,,,,,31/12/2008,,,,,,8,04,
,31/07/2019,,,3,25,,,3,30,,,,,31/03/2014,,,1,55,,,2,75,,,,,30/11/2008,,,,,,9,05,
,30/06/2019,,,3,28,,,3,30,,,,,28/02/2014,,,1,72,,,2,79,,,,,31/10/2008,,,,,,10,76,
,31/05/2019,,,3,61,,,3,30,,,,,31/01/2014,,,1,58,,,2,79,,,,,30/09/2008,,,,,,12,70,
,30/04/2019,,,3,61,,,3,33,,,,,31/12/2013,,,1,53,,,2,81,,,,,31/08/2008,,,,,,0,95,
,31/03/2019,,,3,61,,,3,35,,,,,30/11/2013,,,1,50,,,2,82,,,,,31/07/2008,,,,,,0,87,
,28/02/2019,,,6,62,,,3,24,,,,,31/10/2013,,,1,58,,,2,87,,,,,30/06/2008,,,,,,0,00,
,31/01/2019,,,4,98,,,3,08,,,,,30/09/2013,,,1,23,,,2,83,,,,,,,,,,,,
,31/12/2018,,,5,10,,,3,11,,,,,31/08/2013,,,1,23,,,2,88,,,,,,,,,,,,
,30/11/2018,,,5,15,,,3,13,,,,,31/07/2013,,,2,73,,,2,89,,,,,,,,,,,,
,31/10/2018,,,5,15,,,3,15,,,,,30/06/2013,,,3,12,,,2,91,,,,,,,,,,,,
,30/09/2018,,,5,11,,,3,18,,,,,31/05/2013,,,2,92,,,2,91,,,,,,,,,,,,
