,9,,,0,60%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,0 , 75%,,,0 ,66%,
,10,,,0,80%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 03%,,,0 ,88%,
,11,,,0,80%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 03%,,,0 ,88%,
,12,,,1,13%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 53%,,,1 ,18%,
,13,,,1,29%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 53%,,,1 ,47%,
,14,,,1,29%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 53%,,,1 ,47%,
,15,,,1,29%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 53%,,,1 ,47%,
,16,,,1,35%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 53%,,,1 ,59%,
,17,,,1,35%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 53%,,,1 ,59%,
,18,,,1,35%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 53%,,,1 ,59%,
,19,,,1,35%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 53%,,,1 ,59%,
,20,,,1,35%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 53%,,,1 ,59%,
,21,,,1,35%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 53%,,,1 ,59%,
,22,,,1,35%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 53%,,,1 ,59%,
,23,,,1,35%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 53%,,,1 ,59%,
,24,,,1,67%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 70%,,,2 ,07%,
,25,,,1,67%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 70%,,,2 ,07%,
,26,,,1,67%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 70%,,,2 ,07%,
,27,,,1,67%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 70%,,,2 ,07%,
,28,,,1,67%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 70%,,,2 ,07%,
,29,,,1,67%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 70%,,,2 ,07%,
,30,,,1,67%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 70%,,,2 ,07%,
,31,,,1,67%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 70%,,,2 ,07%,
,32,,,1,67%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 70%,,,2 ,07%,
,33,,,1,67%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 70%,,,2 ,07%,
,34,,,1,75%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 70%,,,2 ,22%,
,35,,,1,75%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,1 , 70%,,,2 ,22%,
,36,,,1,91%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,2 , 20%,,,2 ,22%,
,37,,,1,91%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 ,00%,,,2 , 20%,,,2 ,22%,
,38,,,2,04%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 20%,,,2 ,22%,
,39,,,2,04%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 20%,,,2 ,22%,
,40,,,2,04%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 20%,,,2 ,22%,
,41,,,2,17%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 20%,,,2 ,46%,
,42,,,2,17%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 20%,,,2 ,46%,
,43,,,2,28%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 55%,,,2 ,46%,
,44,,,2,28%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 55%,,,2 ,46%,
,45,,,2,28%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 55%,,,2 ,46%,
,46,,,2,28%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 55%,,,2 ,46%,
,47,,,2,28%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 55%,,,2 ,46%,
,48,,,2,28%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 55%,,,2 ,46%,
,49,,,2,28%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 55%,,,2 ,46%,
,50,,,2,28%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 55%,,,2 ,46%,
,51,,,2,28%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 55%,,,2 ,46%,
,52,,,2,28%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 55%,,,2 ,46%,
,53,,,2,32%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 55%,,,2 ,54%,
,54,,,2,32%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 55%,,,2 ,54%,
,55,,,2,32%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 55%,,,2 ,54%,
,56,,,2,32%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 55%,,,2 ,54%,
,57,,,2,32%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 55%,,,2 ,54%,
,58,,,2,38%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 55%,,,2 ,65%,
,59,,,2,41%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 66%,,,2 ,65%,
,60,,,2,41%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 66%,,,2 ,65%,
,61,,,2,41%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 66%,,,2 ,65%,
,62,,,2,41%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 66%,,,2 ,65%,
,63,,,2,41%,,,0 , 00%,,,0 ,00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,0 , 00%,,,1 ,44%,,,2 , 66%,,,2 ,65%,
