TAA 10%, fallid,,a partir del año, recuperación 83,66% un año más tarde.,,,,
Fecha de Pago,Amortización,Interés Bruto,Total,% Saldo Inicial,% Saldo Vivo,Saldo Vivo
09/06/2006,,,,,,100.000,00
22/09/2012,3.153,50,684,88,3.838,38,3,15%,82,85%,82.853,55
22/12/2012,3.052,35,652,60,3.704,95,3,05%,79,80%,79.801,20
22/03/2013,2.952,88,621,65,3.574,53,2,95%,76,85%,76.848,32
22/06/2013,2.856,83,611,95,3.468,78,2,86%,73,99%,73.991,49
22/09/2013,2.763,55,589,20,3.352,75,2,76%,71,23%,71.227,94
22/12/2013,2.673,47,561,03,3.234,50,2,67%,68,55%,68.554,47
22/03/2014,2.586,62,534,04,3.120,66,2,59%,65,97%,65.967,85
22/06/2014,2.503,21,525,31,3.028,52,2,50%,63,46%,63.464,64
22/09/2014,2.421,36,505,38,2.926,74,2,42%,61,04%,61.043,28
22/12/2014,2.342,48,480,81,2.823,29,2,34%,58,70%,58.700,80
22/03/2015,2.262,79,457,28,2.720,07,2,26%,56,44%,56.438,01
22/06/2015,2.182,37,449,42,2.631,79,2,18%,54,26%,54.255,64
22/09/2015,2.105,42,432,04,2.537,46,2,11%,52,15%,52.150,22
22/12/2015,2.031,89,410,76,2.442,65,2,03%,50,12%,50.118,33
22/03/2016,1.959,90,394,76,2.354,66,1,96%,48,16%,48.158,43
22/06/2016,1.894,95,383,49,2.278,44,1,89%,46,26%,46.263,48
22/09/2016,1.832,63,368,40,2.201,03,1,83%,44,43%,44.430,85
22/12/2016,1.771,98,349,96,2.121,94,1,77%,42,66%,42.658,87
22/03/2017,1.711,23,332,31,2.043,54,1,71%,40,95%,40.947,64
22/06/2017,1.652,07,326,07,1.978,14,1,65%,39,30%,39.295,57
22/09/2017,1.594,39,312,91,1.907,30,1,59%,37,70%,37.701,18
22/12/2017,1.539,46,296,96,1.836,42,1,54%,36,16%,36.161,72
22/03/2018,1.486,31,281,70,1.768,01,1,49%,34,68%,34.675,41
22/06/2018,1.435,81,276,12,1.711,93,1,44%,33,24%,33.239,60
22/09/2018,1.387,10,264,69,1.651,79,1,39%,31,85%,31.852,50
22/12/2018,1.339,83,250,89,1.590,72,1,34%,30,51%,30.512,67
22/03/2019,1.294,50,237,69,1.532,19,1,29%,29,22%,29.218,17
22/06/2019,1.249,89,232,67,1.482,56,1,25%,27,97%,27.968,28
22/09/2019,1.207,01,222,71,1.429,72,1,21%,26,76%,26.761,27
22/12/2019,1.165,65,210,79,1.376,44,1,17%,25,60%,25.595,62
22/03/2020,1.120,04,201,61,1.321,65,1,12%,24,48%,24.475,58
22/06/2020,1.068,37,194,90,1.263,27,1,07%,23,41%,23.407,21
22/09/2020,1.018,14,186,39,1.204,53,1,02%,22,39%,22.389,07
22/12/2020,973,74,176,35,1.150,09,0,97%,21,42%,21.415,33
22/03/2021,932,70,166,83,1.099,53,0,93%,20,48%,20.482,63
22/06/2021,20.482,63,163,11,20.645,74,20,48%,0,00%,0,00
22/09/2021,0,00,0,00,0,00,0,00%,0,00%,0,00
22/12/2021,0,00,0,00,0,00,0,00%,0,00%,0,00
22/03/2022,0,00,0,00,0,00,0,00%,0,00%,0,00
22/06/2022,0,00,0,00,0,00,0,00%,0,00%,0,00
22/09/2022,0,00,0,00,0,00,0,00%,0,00%,0,00
22/12/2022,0,00,0,00,0,00,0,00%,0,00%,0,00
22/03/2023,0,00,0,00,0,00,0,00%,0,00%,0,00
22/06/2023,0,00,0,00,0,00,0,00%,0,00%,0,00
22/09/2023,0,00,0,00,0,00,0,00%,0,00%,0,00
22/12/2023,0,00,0,00,0,00,0,00%,0,00%,0,00
22/03/2024,0,00,0,00,0,00,0,00%,0,00%,0,00
22/06/2024,0,00,0,00,0,00,0,00%,0,00%,0,00
22/09/2024,0,00,0,00,0,00,0,00%,0,00%,0,00
22/12/2024,0,00,0,00,0,00,0,00%,0,00%,0,00
22/03/2025,0,00,0,00,0,00,0,00%,0,00%,0,00
22/06/2025,0,00,0,00,0,00,0,00%,0,00%,0,00
22/09/2025,0,00,0,00,0,00,0,00%,0,00%,0,00
22/12/2025,0,00,0,00,0,00,0,00%,0,00%,0,00
22/03/2026,0,00,0,00,0,00,0,00%,0,00%,0,00
22/06/2026,0,00,0,00,0,00,0,00%,0,00%,0,00
22/09/2026,0,00,0,00,0,00,0,00%,0,00%,0,00
22/12/2026,0,00,0,00,0,00,0,00%,0,00%,0,00
22/03/2027,0,00,0,00,0,00,0,00%,0,00%,0,00
22/06/2027,0,00,0,00,0,00,0,00%,0,00%,0,00
,,,,,,
,100.000,00,32.266,52,132.266,52,,,
