Palencia 46 0,16% 5.022.502,27 0,12% 109.184,83 1,83% 24,14 1,55 5.402.514,95 25,70
Pontevedra 302 1,06% 36.687.529,71 0,88% 121.481,89 1,77% 26,12 1,82 39.485.351,33 27,94
S.C.Tenerife 765 2,68% 97.876.438,50 2,34% 127.943,06 1,78% 25,43 1,98 105.723.316,96 27,42
Salamanca 151 0,53% 18.819.905,56 0,45% 124.635,14 1,74% 24,65 1,86 20.494.292,69 26,51
Segovia 69 0,24% 9.828.330,43 0,23% 142.439,57 1,90% 24,32 1,65 10.583.214,66 25,97
Sevilla 1.082 3,79% 148.005.296,59 3,53% 136.788,63 1,79% 25,64 1,91 160.131.134,50 27,55
Soria 25 0,09% 3.172.757,99 0,08% 126.910,32 1,74% 22,75 1,84 3.399.725,39 24,60
Tarragona 523 1,83% 72.264.063,50 1,72% 138.172,21 1,77% 26,22 1,69 76.888.406,17 27,91
Teruel 47 0,16% 5.120.642,43 0,12% 108.949,84 1,91% 22,88 2,03 5.548.653,29 24,91
Toledo 468 1,64% 58.375.058,87 1,39% 124.733,03 1,82% 25,81 2,04 62.528.941,61 27,86
Valencia 2.283 8,00% 285.464.702,35 6,81% 125.039,29 1,78% 25,39 1,81 307.004.739,79 27,19
Valladolid 371 1,30% 45.363.401,84 1,08% 122.273,32 1,75% 25,19 1,73 49.018.107,49 26,92
Vizcaya 450 1,58% 71.578.671,38 1,71% 159.063,71 1,74% 25,95 1,84 77.811.195,89 27,79
Zamora 64 0,22% 6.868.186,33 0,16% 107.315,41 1,76% 23,71 2,11 7.582.213,53 25,82
Zaragoza 661 2,32% 86.696.083,47 2,07% 131.158,98 1,78% 24,51 1,79 94.634.773,05 26,31

Totales 28.535 100% 4.191.524.156,25 100% 146.890,63 1,79% 25,20 1,86 4.538.671.464,00 27,07
