n_linea,ctexto1,ctexto2,distancia,texto1,texto2
26,12,12,0,dbrs / fitch,dbrs / fitch
27,21,21,0,a (high) (sf) /  a+sf,a (high) (sf) /  a+sf
28,77,77,0,respaldados por participaciones hipotecarias y certificados de transmisión de,respaldados por participaciones hipotecarias y certificados de transmisión de
29,50,50,0,hipoteca emitidos sobre préstamos hipotecarios por,hipoteca emitidos sobre préstamos hipotecarios por
30,28,28,0,"caja rural de aragón, s.c.c.","caja rural de aragón, s.c.c."
31,29,29,0,"caja rural de granada, s.c.c.","caja rural de granada, s.c.c."
32,29,29,0,"caja rural de navarra, s.c.c.","caja rural de navarra, s.c.c."
33,28,28,0,"caja rural de teruel, s.c.c.","caja rural de teruel, s.c.c."
34,19,19,0,entidad suscriptora,entidad suscriptora
35,17,17,0,entidad directora,entidad directora
36,36,36,0,fondo constituido y administrado por,fondo constituido y administrado por
37,24,24,0,"ea de titulización, s.a.","ea de titulización, s.a."
38,5,5,0,iedad,iedad
39,80,80,0,folleto inscrito en los registros de la comisión nacional del mercado de valores,folleto inscrito en los registros de la comisión nacional del mercado de valores
40,28,28,0,con fecha 1 de julio de 2014,con fecha 1 de julio de 2014
41,6,6,0,índice,índice
42,6,6,0,página,página
43,18,18,0,factores de riesgo,factores de riesgo
44,48,48,0,documento de registro de valores de titulización,documento de registro de valores de titulización
45,81,81,0,(anexo vii del reglamento (ce) nº 809/2004 de la comisión de 29 de abril de 2004),(anexo vii del reglamento (ce) nº 809/2004 de la comisión de 29 de abril de 2004)
46,21,21,0,personas responsables,personas responsables
47,79,79,0,personas responsables de la información que figura en el documento de registro.,personas responsables de la información que figura en el documento de registro.
48,72,72,0,declaración de los responsables del contenido del documento de registro.,declaración de los responsables del contenido del documento de registro.
49,20,20,0,auditores de cuentas,auditores de cuentas
50,20,20,0,auditores del fondo.,auditores del fondo.
51,44,44,0,criterios contables utilizados por el fondo.,criterios contables utilizados por el fondo.
52,18,18,0,factores de riesgo,factores de riesgo
53,27,27,0,información sobre el emisor,información sobre el emisor
54,74,74,0,declaración de que el emisor se ha constituido como fondo de titulización.,declaración de que el emisor se ha constituido como fondo de titulización.
55,38,38,0,nombre legal y profesional del emisor.,nombre legal y profesional del emisor.
56,51,51,0,lugar del registro del emisor y número de registro.,lugar del registro del emisor y número de registro.
57,56,56,0,fecha de constitución y periodo de actividad del emisor.,fecha de constitución y periodo de actividad del emisor.
58,32,32,0,fecha de constitución del fondo.,fecha de constitución del fondo.
59,31,31,0,periodo de actividad del fondo.,periodo de actividad del fondo.
60,33,33,0,liquidación anticipada del fondo.,liquidación anticipada del fondo.
61,20,20,0,extinción del fondo.,extinción del fondo.
62,67,67,0,"domicilio, personalidad jurídica y legislación aplicable al emisor.","domicilio, personalidad jurídica y legislación aplicable al emisor."
63,25,25,0,régimen fiscal del fondo.,régimen fiscal del fondo.
64,43,43,0,capital autorizado y emitido por el emisor.,capital autorizado y emitido por el emisor.
65,25,25,0,descripción de la empresa,descripción de la empresa
66,60,60,0,breve descripción de las actividades principales del emisor.,breve descripción de las actividades principales del emisor.
67,63,63,0,descripción general de las partes del programa de titulización.,descripción general de las partes del programa de titulización.
68,54,54,0,"órganos de administración, de gestión y de supervisión","órganos de administración, de gestión y de supervisión"
69,23,23,0,accionistas principales,accionistas principales
70,11,11,0,información,información
71,10,10,0,financiera,financiera
72,9,9,0,referente,referente
73,3,3,0,los,los
74,7,7,0,activos,activos
75,3,3,0,las,las
76,64,64,0,"responsabilidades del emisor, posición financiera y beneficios y","responsabilidades del emisor, posición financiera y beneficios y"
77,8,8,0,pérdidas,pérdidas
78,88,88,0,declaración sobre inicio de operaciones y estados financieros del emisor anteriores a la,declaración sobre inicio de operaciones y estados financieros del emisor anteriores a la
79,32,32,0,fecha del documento de registro.,fecha del documento de registro.
80,33,33,0,información financiera histórica.,información financiera histórica.
81,7,7,0,8.2 bis,8.2 bis
82,86,86,0,información financiera histórica para emisiones de valores con denominación individual,información financiera histórica para emisiones de valores con denominación individual
83,33,33,0,igual o superior a 100.000 euros.,igual o superior a 100.000 euros.
84,41,41,0,procedimientos judiciales y de arbitraje.,procedimientos judiciales y de arbitraje.
85,63,63,0,cambio adverso importante en la posición financiera del emisor.,cambio adverso importante en la posición financiera del emisor.
86,11,11,0,información,información
87,9,9,0,"terceros,","terceros,"
88,13,13,0,declaraciones,declaraciones
89,8,8,0,expertos,expertos
90,24,24,0,declaraciones de interés,declaraciones de interés
91,68,68,0,declaración o informe atribuido a una persona en calidad de experto.,declaración o informe atribuido a una persona en calidad de experto.
92,6,6,0,página,página
93,35,35,0,información procedente de terceros.,información procedente de terceros.
94,24,24,0,documentos para consulta,documentos para consulta
95,25,25,0,documentos para consulta.,documentos para consulta.
96,15,15,0,nota de valores,nota de valores
97,82,82,0,(anexo xiii del reglamento (ce) nº 809/2004 de la comisión de 29 de abril de 2004),(anexo xiii del reglamento (ce) nº 809/2004 de la comisión de 29 de abril de 2004)
98,21,21,0,personas responsables,personas responsables
99,73,73,0,personas responsables de la información que figura en la nota de valores.,personas responsables de la información que figura en la nota de valores.
100,54,54,0,declaración de los responsables de la nota de valores.,declaración de los responsables de la nota de valores.
101,18,18,0,factores de riesgo,factores de riesgo
102,20,20,0,información esencial,información esencial
103,71,71,0,interés de las personas físicas y jurídicas participantes en la oferta.,interés de las personas físicas y jurídicas participantes en la oferta.
104,56,56,0,información relativa a los valores que van a ofertarse y,información relativa a los valores que van a ofertarse y
105,22,22,0,admitirse a cotización,admitirse a cotización
106,29,29,0,importe total de los valores.,importe total de los valores.
107,44,44,0,descripción del tipo y clase de los valores.,descripción del tipo y clase de los valores.
108,47,47,0,legislación según la cual se crean los valores.,legislación según la cual se crean los valores.
109,90,90,0,indicación de si los valores son nominativos o al portador y si están en forma de título o,indicación de si los valores son nominativos o al portador y si están en forma de título o
110,20,20,0,anotación en cuenta.,anotación en cuenta.
111,21,21,0,divisa de la emisión.,divisa de la emisión.
112,52,52,0,clasificación de los valores según la subordinación.,clasificación de los valores según la subordinación.
113,53,53,0,descripción de los derechos vinculados a los valores.,descripción de los derechos vinculados a los valores.
114,75,75,0,tipo de interés nominal y disposiciones relativas al pago de los intereses.,tipo de interés nominal y disposiciones relativas al pago de los intereses.
115,51,51,0,fecha de vencimiento y amortización de los valores.,fecha de vencimiento y amortización de los valores.
116,27,27,0,indicación del rendimiento.,indicación del rendimiento.
117,47,47,0,representación de los tenedores de los valores.,representación de los tenedores de los valores.
118,75,75,0,"resoluciones, autorizaciones y aprobaciones para la emisión de los valores.","resoluciones, autorizaciones y aprobaciones para la emisión de los valores."
119,32,32,0,fecha de emisión de los valores.,fecha de emisión de los valores.
120,61,61,0,restricciones sobre la libre transmisibilidad de los valores.,restricciones sobre la libre transmisibilidad de los valores.
121,47,47,0,acuerdos de admisión a cotización y negociación,acuerdos de admisión a cotización y negociación
122,44,44,0,mercado en el que se negociarán los valores.,mercado en el que se negociarán los valores.
123,41,41,0,agente de pagos y entidades depositarias.,agente de pagos y entidades depositarias.
124,49,49,0,gastos de la oferta y de la admisión a cotización,gastos de la oferta y de la admisión a cotización
125,21,21,0,información adicional,información adicional
126,79,79,0,declaración de la capacidad en que han actuado los asesores relacionados con la,declaración de la capacidad en que han actuado los asesores relacionados con la
127,47,47,0,emisión que se mencionan en la nota de valores.,emisión que se mencionan en la nota de valores.
128,87,87,0,otra información de la nota de valores que haya sido auditada o revisada por auditores.,otra información de la nota de valores que haya sido auditada o revisada por auditores.
129,68,68,0,declaración o informe atribuido a una persona en calidad de experto.,declaración o informe atribuido a una persona en calidad de experto.
130,35,35,0,información procedente de terceros.,información procedente de terceros.
131,78,78,0,ratings o calificaciones asignados a los valores por agencias de calificación.,ratings o calificaciones asignados a los valores por agencias de calificación.
132,53,53,0,módulo adicional a la nota de valores de titulización,módulo adicional a la nota de valores de titulización
133,82,82,0,(anexo viii del reglamento (ce) nº 809/2004 de la comisión de 29 de abril de 2004),(anexo viii del reglamento (ce) nº 809/2004 de la comisión de 29 de abril de 2004)
134,8,8,0,valores.,valores.
135,35,35,0,denominación mínima de una emisión.,denominación mínima de una emisión.
136,87,87,0,confirmación de que la información relativa a una empresa o deudor que no participen en,confirmación de que la información relativa a una empresa o deudor que no participen en
137,6,6,0,página,página
138,41,41,0,la emisión se ha reproducido exactamente.,la emisión se ha reproducido exactamente.
139,19,19,0,activos subyacentes,activos subyacentes
140,81,81,0,confirmación sobre la capacidad de los activos titulizados de producir los fondos,confirmación sobre la capacidad de los activos titulizados de producir los fondos
141,24,24,0,pagaderos a los valores.,pagaderos a los valores.
142,33,33,0,activos que respaldan la emisión.,activos que respaldan la emisión.
143,77,77,0,jurisdicción legal por la que se rigen los activos que van a ser titulizados.,jurisdicción legal por la que se rigen los activos que van a ser titulizados.
144,42,42,0,características generales de los deudores.,características generales de los deudores.
145,58,58,0,naturaleza legal de los activos que van a ser titulizados.,naturaleza legal de los activos que van a ser titulizados.
146,58,58,0,fecha o fechas de vencimiento o expiración de los activos.,fecha o fechas de vencimiento o expiración de los activos.
147,23,23,0,importe de los activos.,importe de los activos.
148,75,75,0,ratio del saldo vivo del principal sobre el valor de tasación o el nivel de,ratio del saldo vivo del principal sobre el valor de tasación o el nivel de
149,22,22,0,sobrecolateralización.,sobrecolateralización.
150,34,34,0,método de creación de los activos.,método de creación de los activos.
151,84,84,0,indicación de declaraciones y garantías dadas al emisor en relación con los activos.,indicación de declaraciones y garantías dadas al emisor en relación con los activos.
152,39,39,0,sustitución de los activos titulizados.,sustitución de los activos titulizados.
153,66,66,0,pólizas de seguros relevantes relativas a los activos titulizados.,pólizas de seguros relevantes relativas a los activos titulizados.
154,83,83,0,información relativa a los deudores en los casos en los que los activos titulizados,información relativa a los deudores en los casos en los que los activos titulizados
155,81,81,0,comprendan obligaciones de 5 o menos deudores que sean personas jurídicas o si un,comprendan obligaciones de 5 o menos deudores que sean personas jurídicas o si un
156,77,77,0,deudor representa el 20% o más de los activos o si un deudor supone una parte,deudor representa el 20% o más de los activos o si un deudor supone una parte
157,26,26,0,sustancial de los activos.,sustancial de los activos.
158,90,90,0,"detalle de la relación, si es importante para la emisión, entre el emisor, el garante y el","detalle de la relación, si es importante para la emisión, entre el emisor, el garante y el"
159,7,7,0,deudor.,deudor.
160,79,79,0,"si los activos comprenden valores de renta fija, descripción de las condiciones","si los activos comprenden valores de renta fija, descripción de las condiciones"
161,12,12,0,principales.,principales.
162,83,83,0,"si los activos comprenden valores de renta variable, descripción de las condiciones","si los activos comprenden valores de renta variable, descripción de las condiciones"
163,12,12,0,principales.,principales.
164,84,84,0,si los activos comprenden valores de renta variable que no se negocien en un mercado,si los activos comprenden valores de renta variable que no se negocien en un mercado
165,88,88,0,regulado o equivalente en el caso de que representen más del diez (10) por ciento de los,regulado o equivalente en el caso de que representen más del diez (10) por ciento de los
166,64,64,0,"activos titulizados, descripción de las condiciones principales.","activos titulizados, descripción de las condiciones principales."
167,89,89,0,informes de valoración de la propiedad y los flujos de tesorería/ingresos en los casos en,informes de valoración de la propiedad y los flujos de tesorería/ingresos en los casos en
168,76,76,0,que una parte importante de los activos esté asegurada por bienes inmuebles.,que una parte importante de los activos esté asegurada por bienes inmuebles.
169,57,57,0,activos activamente gestionados que respaldan la emisión.,activos activamente gestionados que respaldan la emisión.
170,85,85,0,declaración en el caso de que el emisor se proponga emitir nuevos valores respaldados,declaración en el caso de que el emisor se proponga emitir nuevos valores respaldados
171,87,87,0,por los mismos activos y descripción de cómo se informará a los tenedores de esa clase.,por los mismos activos y descripción de cómo se informará a los tenedores de esa clase.
172,22,22,0,estructura y tesorería,estructura y tesorería
173,45,45,0,descripción de la estructura de la operación.,descripción de la estructura de la operación.
174,86,86,0,descripción de las entidades que participan en la emisión y de las funciones que deben,descripción de las entidades que participan en la emisión y de las funciones que deben
175,8,8,0,ejercer.,ejercer.
176,86,86,0,"descripción del método y de la fecha de venta, transferencia, novación o asignación de","descripción del método y de la fecha de venta, transferencia, novación o asignación de"
177,75,75,0,los activos o de cualquier derecho y/u obligación en los activos al emisor.,los activos o de cualquier derecho y/u obligación en los activos al emisor.
178,32,32,0,explicación del flujo de fondos.,explicación del flujo de fondos.
179,88,88,0,cómo los flujos de los activos servirán para cumplir las obligaciones del emisor con los,cómo los flujos de los activos servirán para cumplir las obligaciones del emisor con los
180,25,25,0,tenedores de los valores.,tenedores de los valores.
181,41,41,0,información sobre toda mejora de crédito.,información sobre toda mejora de crédito.
182,36,36,0,descripción de la mejora de crédito.,descripción de la mejora de crédito.
183,10,10,0,préstamo b,préstamo b
184,18,18,0,fondos de reserva.,fondos de reserva.
185,47,47,0,detalles de cualquier financiación subordinada.,detalles de cualquier financiación subordinada.
186,31,31,0,préstamo subordinado principal.,préstamo subordinado principal.
187,6,6,0,página,página
188,36,36,0,préstamo subordinado para intereses.,préstamo subordinado para intereses.
189,31,31,0,préstamo para gastos iniciales.,préstamo para gastos iniciales.
190,74,74,0,parámetros para la inversión de excedentes temporales de liquidez y partes,parámetros para la inversión de excedentes temporales de liquidez y partes
191,30,30,0,responsables de tal inversión.,responsables de tal inversión.
192,20,20,0,cuenta de tesorería.,cuenta de tesorería.
193,53,53,0,cobro por el fondo los pagos relativos a los activos.,cobro por el fondo los pagos relativos a los activos.
194,53,53,0,orden de prelación de pagos efectuados por el emisor.,orden de prelación de pagos efectuados por el emisor.
195,85,85,0,origen y aplicación de fondos en la fecha de desembolso de los bonos hasta la primera,origen y aplicación de fondos en la fecha de desembolso de los bonos hasta la primera
196,24,24,0,"fecha de pago, excluida.","fecha de pago, excluida."
197,88,88,0,"origen y aplicación de fondos a partir de la primera fecha de pago, incluida, y hasta la","origen y aplicación de fondos a partir de la primera fecha de pago, incluida, y hasta la"
198,87,87,0,"última fecha de pago o la liquidación del fondo, excluida. orden de prelación de pagos.","última fecha de pago o la liquidación del fondo, excluida. orden de prelación de pagos."
199,53,53,0,orden de prelación de pagos de liquidación del fondo.,orden de prelación de pagos de liquidación del fondo.
200,35,35,0,margen de intermediación financiera,margen de intermediación financiera
201,79,79,0,otros acuerdos de los que dependen los pagos de intereses y del principal a los,otros acuerdos de los que dependen los pagos de intereses y del principal a los
202,11,11,0,inversores.,inversores.
203,40,40,0,agencia de pagos de la emisión de bonos.,agencia de pagos de la emisión de bonos.
204,87,87,0,"nombre, dirección y actividades económicas significativas del originador de los activos","nombre, dirección y actividades económicas significativas del originador de los activos"
205,17,17,0,que se titulizan.,que se titulizan.
206,86,86,0,rendimiento y/o reembolso de los valores relacionados con otros que no son activos del,rendimiento y/o reembolso de los valores relacionados con otros que no son activos del
207,7,7,0,emisor.,emisor.
208,47,47,0,"administrador, agente de cálculo o equivalente.","administrador, agente de cálculo o equivalente."
209,69,69,0,gestión y representación del fondo y de los titulares de los valores.,gestión y representación del fondo y de los titulares de los valores.
210,53,53,0,administración y custodia de los activos titulizados.,administración y custodia de los activos titulizados.
211,83,83,0,"nombre, dirección y breve descripción de cualquier contrapartida por operaciones de","nombre, dirección y breve descripción de cualquier contrapartida por operaciones de"
212,43,43,0,"permuta, de crédito, liquidez o de cuentas.","permuta, de crédito, liquidez o de cuentas."
213,24,24,0,información post emisión,información post emisión
214,24,24,0,glosario de definiciones,glosario de definiciones
215,103,103,0,(l sresente documento constitu\e un folleto informativo el “folleto” rejistrado en la comisión 1acional,(l sresente documento constitu\e un folleto informativo el “folleto” rejistrado en la comisión 1acional
216,101,101,0,"del mercado de valores, conforme a lo previsto en el reglamento (ce) nº 809/2004 de la comisión de 29","del mercado de valores, conforme a lo previsto en el reglamento (ce) nº 809/2004 de la comisión de 29"
217,96,96,0,"de abril de 2004, en su redacción vigente “reglamento 809/2004” y real decreto 1310/2005 de 4 de","de abril de 2004, en su redacción vigente “reglamento 809/2004” y real decreto 1310/2005 de 4 de"
218,104,104,0,"noviembre, por el que se desarrolla parcialmente la ley 24/1988, de 28 de julio, del mercado de valores,","noviembre, por el que se desarrolla parcialmente la ley 24/1988, de 28 de julio, del mercado de valores,"
219,102,102,0,"en materia de admisión a negociación de valores en mercados secundarios oficiales, de ofertas públicas","en materia de admisión a negociación de valores en mercados secundarios oficiales, de ofertas públicas"
220,103,103,0,"de venta o suscripción y del folleto exigible a tales efectos, en su redacción vigente el “real decreto","de venta o suscripción y del folleto exigible a tales efectos, en su redacción vigente el “real decreto"
221,27,27,0,"1310/2005”, comprensivo de:","1310/2005”, comprensivo de:"
222,102,102,0,"una descripción de los principales factores de riesgo ligados al emisor, a los valores y a los activos","una descripción de los principales factores de riesgo ligados al emisor, a los valores y a los activos"
223,50,50,0,tue ressaldan la emisión los “factores de riesgo”.,tue ressaldan la emisión los “factores de riesgo”.
224,98,98,0,"un documento de registro de valores de titulización, elaborado siguiendo el esquema previsto en el","un documento de registro de valores de titulización, elaborado siguiendo el esquema previsto en el"
225,53,53,0,"anexo 9,, del 5ejlamento  el “documento de registro”.","anexo 9,, del 5ejlamento  el “documento de registro”."
226,88,88,0,"una nota sobre los valores, elaborada siguiendo el esquema previsto en el anexo xiii del","una nota sobre los valores, elaborada siguiendo el esquema previsto en el anexo xiii del"
227,33,33,0,5ejlamento  la “nota de valores”.,5ejlamento  la “nota de valores”.
228,93,93,0,"un módulo adicional a la nota sobre los valores, elaborado siguiendo el módulo previsto en el","un módulo adicional a la nota sobre los valores, elaborado siguiendo el módulo previsto en el"
229,49,49,0,"$ne[o 9,,, del 5ejlamento  el “módulo adicional”.","$ne[o 9,,, del 5ejlamento  el “módulo adicional”."
230,28,28,0,un glosario de definiciones.,un glosario de definiciones.
231,18,18,0,factores de riesgo,factores de riesgo
232,70,70,0,riesgos derivados de la naturaleza jurídica y la actividad del emisor.,riesgos derivados de la naturaleza jurídica y la actividad del emisor.
233,62,62,0,a) naturaleza del fondo y obligaciones de la sociedad gestora.,a) naturaleza del fondo y obligaciones de la sociedad gestora.
234,82,82,0,rural hipotecario xvii fondo de titulización de activos (el “fondo” \o el “emisor”,rural hipotecario xvii fondo de titulización de activos (el “fondo” \o el “emisor”
235,100,100,0,"constituye un patrimonio separado y cerrado carente de personalidad jurídica que, de conformidad con","constituye un patrimonio separado y cerrado carente de personalidad jurídica que, de conformidad con"
236,102,102,0,"el real decreto 926/1998, de 14 de mayo, por el que se regulan los fondos de titulización de activos y","el real decreto 926/1998, de 14 de mayo, por el que se regulan los fondos de titulización de activos y"
237,91,91,0,"las sociedades gestoras de fondos de titulización, en su redacción vigente el “real decreto","las sociedades gestoras de fondos de titulización, en su redacción vigente el “real decreto"
238,90,90,0,"926/1998”, es gestionado por una sociedad gestora, europea de titulización, s.a., sociedad","926/1998”, es gestionado por una sociedad gestora, europea de titulización, s.a., sociedad"
239,69,69,0,"gestora de fondos '( 7,78/,=$c,ï1 la “sociedad gestora” o “europea de","gestora de fondos '( 7,78/,=$c,ï1 la “sociedad gestora” o “europea de"
240,91,91,0,"7,78/,=$&,ï1´). el fondo sólo responderá de las obligaciones frente a sus acreedores con su","7,78/,=$&,ï1´). el fondo sólo responderá de las obligaciones frente a sus acreedores con su"
241,11,11,0,patrimonio.,patrimonio.
242,95,95,0,la sociedad gestora desempeñará para el fondo aquellas funciones que se le atribuyen en el real,la sociedad gestora desempeñará para el fondo aquellas funciones que se le atribuyen en el real
243,100,100,0,"decreto 926/1998, entre las que se incluye la defensa de los intereses de los titulares de los bonos","decreto 926/1998, entre las que se incluye la defensa de los intereses de los titulares de los bonos"
244,95,95,0,"como gestora de negocios ajenos, sin que exista ningún sindicato de bonistas. de esta forma, la","como gestora de negocios ajenos, sin que exista ningún sindicato de bonistas. de esta forma, la"
245,96,96,0,"capacidad de defensa de los intereses de los titulares de los bonos, depende de los medios de la","capacidad de defensa de los intereses de los titulares de los bonos, depende de los medios de la"
246,17,17,0,sociedad gestora.,sociedad gestora.
247,46,46,0,b) sustitución forzosa de la sociedad gestora.,b) sustitución forzosa de la sociedad gestora.
248,90,90,0,"conforme al artículo 19 del real decreto 926/1998, cuando la sociedad gestora hubiera sido","conforme al artículo 19 del real decreto 926/1998, cuando la sociedad gestora hubiera sido"
249,93,93,0,declarada en concurso o cuando su autorización para actuar como sociedad gestora de fondos de,declarada en concurso o cuando su autorización para actuar como sociedad gestora de fondos de
250,93,93,0,"titulización hubiera sido revocada por la comisión 1acional del 0ercado de 9alores la “cnmv”,","titulización hubiera sido revocada por la comisión 1acional del 0ercado de 9alores la “cnmv”,"
251,91,91,0,deberá proceder a encontrar una sociedad gestora que la sustituya. siempre que en este caso,deberá proceder a encontrar una sociedad gestora que la sustituya. siempre que en este caso
252,101,101,0,hubieran transcurrido cuatro meses desde que tuvo lugar el evento determinante de la sustitución y no,hubieran transcurrido cuatro meses desde que tuvo lugar el evento determinante de la sustitución y no
253,89,89,0,"se hubiera encontrado una nueva sociedad gestora dispuesta a encargarse de la gestión, se","se hubiera encontrado una nueva sociedad gestora dispuesta a encargarse de la gestión, se"
254,100,100,0,procederá a la liquidación anticipada del fondo y a la amortización anticipada de los bonos emitidos,procederá a la liquidación anticipada del fondo y a la amortización anticipada de los bonos emitidos
255,95,95,0,"con cargo al mismo, de acuerdo con lo previsto en la escritura de constitución y en el presente","con cargo al mismo, de acuerdo con lo previsto en la escritura de constitución y en el presente"
256,8,8,0,folleto.,folleto.
257,26,26,0,c) limitación de acciones.,c) limitación de acciones.
258,94,94,0,los titulares de los bonos y los restantes acreedores del fondo no dispondrán de acción alguna,los titulares de los bonos y los restantes acreedores del fondo no dispondrán de acción alguna
259,97,97,0,contra los deudores de los préstamos hipotecarios que hayan incumplido sus obligaciones de pago o,contra los deudores de los préstamos hipotecarios que hayan incumplido sus obligaciones de pago o
260,94,94,0,"contra las entidades cedentes, siendo la sociedad gestora, como representante del fondo, quien","contra las entidades cedentes, siendo la sociedad gestora, como representante del fondo, quien"
261,23,23,0,ostentará dicha acción.,ostentará dicha acción.
262,101,101,0,los titulares de los bonos y los restantes acreedores del fondo no dispondrán de acción alguna frente,los titulares de los bonos y los restantes acreedores del fondo no dispondrán de acción alguna frente
263,96,96,0,"al fondo ni frente a la sociedad gestora, en caso de impago de cantidades adeudadas por el fondo","al fondo ni frente a la sociedad gestora, en caso de impago de cantidades adeudadas por el fondo"
264,99,99,0,"que sea consecuencia de la existencia de morosidad o, en su caso, de amortización anticipada de los","que sea consecuencia de la existencia de morosidad o, en su caso, de amortización anticipada de los"
265,97,97,0,"préstamos hipotecarios, del incumplimiento de las entidades cedentes de sus obligaciones o de las","préstamos hipotecarios, del incumplimiento de las entidades cedentes de sus obligaciones o de las"
266,100,100,0,"contrapartes de las operaciones contratadas en nombre y por cuenta del fondo, o por insuficiencia de","contrapartes de las operaciones contratadas en nombre y por cuenta del fondo, o por insuficiencia de"
267,91,91,0,las operaciones financieras de protección para atender el servicio financiero de los bonos.,las operaciones financieras de protección para atender el servicio financiero de los bonos.
268,100,100,0,los titulares de los bonos y los restantes acreedores del fondo no tendrán acción contra la sociedad,los titulares de los bonos y los restantes acreedores del fondo no tendrán acción contra la sociedad
269,100,100,0,"gestora, sino por incumplimiento de sus funciones o inobservancia de lo dispuesto en la escritura de","gestora, sino por incumplimiento de sus funciones o inobservancia de lo dispuesto en la escritura de"
270,98,98,0,constitución y en el presente folleto. dichas acciones deberán resolverse en el juicio declarativo,constitución y en el presente folleto. dichas acciones deberán resolverse en el juicio declarativo
271,61,61,0,ordinario que corresponda según la cuantía de la reclamación.,ordinario que corresponda según la cuantía de la reclamación.
272,37,37,0,d) aplicabilidad de la ley concursal.,d) aplicabilidad de la ley concursal.
273,80,80,0,"tanto caja rural de aragón, s.c.c., caja rural de granada, s.c.c., caja rural de","tanto caja rural de aragón, s.c.c., caja rural de granada, s.c.c., caja rural de"
274,79,79,0,"navarra, s.c.c. y caja rural de teruel, s.c.c. las “entidades cedentes” como la","navarra, s.c.c. y caja rural de teruel, s.c.c. las “entidades cedentes” como la"
275,61,61,0,sociedad gestora del fondo pueden ser declarados en concurso.,sociedad gestora del fondo pueden ser declarados en concurso.
276,98,98,0,"en virtud de la disposición adicional 5ª de la ley 3/1994, de 14 de abril, por la que se adapta la","en virtud de la disposición adicional 5ª de la ley 3/1994, de 14 de abril, por la que se adapta la"
277,94,94,0,legislación española en materia de entidades de crédito a la segunda directiva de coordinación,legislación española en materia de entidades de crédito a la segunda directiva de coordinación
278,102,102,0,"bancaria y se introducen otras modificaciones relativas al sistema financiero, en su redacción vigente","bancaria y se introducen otras modificaciones relativas al sistema financiero, en su redacción vigente"
279,91,91,0,la “ley 3/1994” la cesión al )ondo de los derechos de crédito de los 3réstamos +isotecarios,la “ley 3/1994” la cesión al )ondo de los derechos de crédito de los 3réstamos +isotecarios
280,95,95,0,mediante la emisión de las participaciones hipotecarias y de los certificados de transmisión de,mediante la emisión de las participaciones hipotecarias y de los certificados de transmisión de
