León 72 0,73% 8.279.324,06 0,57% 114.990,61 1,85% 25,84 1,47 8.767.244,90 27,30
Lleida 53 0,54% 7.578.691,12 0,52% 142.994,17 1,79% 24,89 1,83 8.129.886,89 26,71
Lugo 12 0,12% 1.278.129,35 0,09% 106.510,78 1,96% 19,93 2,00 1.492.473,19 21,93
Madrid 2.080 21,11% 369.345.872,91 25,52% 177.570,13 1,87% 24,50 1,65 407.863.431,46 26,15
Málaga 432 4,39% 66.937.412,17 4,62% 154.947,71 1,96% 23,16 2,11 73.012.120,33 25,26
Murcia 220 2,23% 26.025.311,02 1,80% 118.296,87 1,86% 24,85 1,93 27.751.490,94 26,78
Navarra 102 1,04% 15.760.921,08 1,09% 154.518,83 1,82% 26,69 1,67 16.989.391,70 28,36
Ourense 71 0,72% 9.105.581,81 0,63% 128.247,63 1,82% 24,04 1,59 9.790.695,62 25,63
Palencia 8 0,08% 1.029.980,42 0,07% 128.747,55 1,98% 22,11 1,91 1.102.797,25 24,02
Pontevedra 114 1,16% 12.891.743,87 0,89% 113.085,47 1,81% 24,91 1,56 14.013.684,25 26,47
Salamanca 58 0,59% 7.360.009,59 0,51% 126.896,72 1,82% 24,43 1,35 7.886.278,95 25,78
Segovia 26 0,26% 3.998.975,19 0,28% 153.806,74 1,83% 25,73 1,36 4.191.730,19 27,09
Sevilla 336 3,41% 43.630.821,51 3,01% 129.853,64 1,87% 24,77 1,95 47.687.046,11 26,72
Soria 8 0,08% 986.023,42 0,07% 123.252,93 1,91% 26,25 0,99 1.023.218,76 27,24
Tarragona 199 2,02% 27.092.318,12 1,87% 136.142,30 1,78% 25,54 1,56 29.001.226,74 27,10
Tenerife 205 2,08% 27.028.788,01 1,87% 131.847,75 1,90% 23,94 1,91 29.397.144,52 25,85
Teruel 24 0,24% 2.405.624,72 0,17% 100.234,36 1,78% 20,17 1,83 2.590.535,24 21,99
Toledo 130 1,32% 14.953.467,71 1,03% 115.026,67 1,95% 25,04 2,12 16.332.953,36 27,17
Valencia 767 7,79% 96.093.994,88 6,64% 125.285,52 1,85% 24,62 1,66 102.923.353,86 26,28
Valladolid 121 1,23% 15.444.946,00 1,07% 127.644,18 1,84% 24,98 1,51 16.893.258,59 26,49
Vizcaya 216 2,19% 35.112.976,11 2,43% 162.560,07 1,89% 26,07 1,58 37.930.368,82 27,65
Zamora 21 0,21% 1.779.245,44 0,12% 84.725,97 1,77% 24,98 1,19 1.922.366,26 26,17
Zaragoza 251 2,55% 33.072.606,77 2,28% 131.763,37 1,88% 24,45 1,63 35.824.052,90 26,08

Totales 9.851 100% 1.447.467.988,33 100% 146.936,15 1,86% 24,61 1,72 1.574.325.143,54 26,33

